iter	MAE
263	0.4461301315
264	0.446038707
265	0.445909981
266	0.445668568
267	0.4455549441
268	0.4455083721
269	0.4454702603
270	0.4452610815
271	0.4452253636
272	0.4451957726
273	0.4451304668
274	0.4451137686
275	0.4447058771
276	0.4446792517
277	0.4446489196
278	0.4444549232
279	0.4444364678
280	0.4443797703
281	0.4442775238
282	0.4441765401
283	0.4441519636
284	0.444132191
285	0.4440530081
286	0.4439916518
287	0.4437734453
288	0.4437248295
289	0.4436723465
290	0.4436265844
291	0.4435269266
292	0.443468932
293	0.4433955393
294	0.4433494499
295	0.4432237627
296	0.4432034215
297	0.4431824254
298	0.4431324072
299	0.4430697685
300	0.4430478788
301	0.4429994934
302	0.4429125859
303	0.4428131933
304	0.4426699881
305	0.442620488
306	0.4424003152
307	0.4423787202
308	0.4423334849
309	0.4421586017
310	0.4420041491
311	0.4419159682
312	0.4418920394
313	0.4418493023
314	0.441771221
315	0.4416785276
316	0.4416190164
317	0.4415555523
318	0.4414849002
319	0.4414101084
320	0.4413928547
321	0.4413259561
322	0.4411835768
323	0.4409512702
324	0.4408387376
325	0.440749047
326	0.4407245295
327	0.4406440931
328	0.4406024493
329	0.4404252599
330	0.440408722
331	0.4403818587
332	0.4403324832
333	0.4402175371
334	0.4402091952
335	0.4401850995
336	0.4401744429
337	0.4400165944
338	0.439994862
339	0.439873942
340	0.4397995423
341	0.4397496
342	0.4397323859
343	0.4397164735
344	0.4396819694
345	0.4394825467
346	0.4394698066
347	0.4394577988
348	0.4394335484
349	0.4394053874
350	0.4392928821
351	0.4392715259
352	0.439187905
353	0.43911239
354	0.438972182
355	0.438798769
356	0.438632858
357	0.438482402
358	0.4383969459
359	0.4382502741
360	0.4382370653
361	0.438165836
362	0.4381036716
363	0.4380655619
364	0.4380230586
365	0.4378149221
366	0.4377970646
367	0.4377713816
368	0.4377441587
369	0.4377078613
370	0.4376918449
371	0.4376791711
372	0.4375943194
373	0.4375226405
374	0.4374532837
375	0.4373552684
376	0.4372705296
377	0.4372595274
378	0.4371657074
379	0.4370835545
380	0.4370580192
381	0.4370093527
382	0.4369535682
383	0.4369194581
384	0.4368164012
385	0.4366701832
386	0.4365558671
387	0.4364467015
388	0.4363364017
389	0.436290621
390	0.4362428972
391	0.436217542
392	0.4361784083
393	0.4361144858
394	0.4358968741
395	0.4358333033
396	0.4358091511
397	0.4357913157
398	0.4356974414
399	0.4356314949
400	0.4355468346
401	0.4354964332
402	0.4354302545
403	0.4353539088
404	0.4352427074
405	0.4352061594
406	0.4351543001
407	0.4351430268
408	0.4350175589
409	0.4349902853
410	0.4349692052
411	0.434895181
412	0.4348767007
413	0.4348594037
414	0.4347915225
415	0.4347524756
416	0.4346638052
417	0.4345795109
418	0.4345466308
419	0.4344991587
420	0.4344233234
421	0.434405003
422	0.4343967947
423	0.4343127196
424	0.434179056
425	0.4340580061
426	0.4340104365
427	0.4340005475
428	0.4339892675
429	0.4339712167
430	0.4339320839
431	0.4339158456
432	0.4339072979
433	0.4337971663
434	0.4337605487
435	0.4337416602
436	0.4336583235
437	0.4335786523
438	0.4335697029
439	0.4334434947
440	0.4333631829
441	0.4333236882
442	0.433265173
443	0.4331171667
444	0.4331048447
445	0.4330701279
446	0.4329263629
447	0.4328731832
448	0.432694589
449	0.4326378693
450	0.432551242
451	0.4324856013
452	0.4324370832
453	0.4324108475
454	0.4323237185
455	0.4322600762
456	0.4322322841
457	0.4321291611
458	0.43210285
459	0.4320723715
460	0.4320604903
461	0.4319087685
462	0.431890334
463	0.4318228993
464	0.4317654596
465	0.4317146295
466	0.4316134752
467	0.4315763622
468	0.4315527782
469	0.4315195461
470	0.4314802906
471	0.4312900779
472	0.4312553722
473	0.4312504397
474	0.4312402637
475	0.4312348868
476	0.4312186277
477	0.4311406377
478	0.43112381
479	0.4310854605
480	0.4310438378
481	0.4310135289
482	0.4309563925
483	0.4309127283
484	0.4308638087
485	0.4308452204
486	0.4307803356
487	0.4306573243
488	0.4305853787
489	0.4305454871
490	0.4305361371
491	0.4304392184
492	0.4304193787
493	0.4303753389
494	0.4303560066
495	0.4303448037
496	0.4303290383
497	0.4302899638
498	0.4302656272
499	0.4302457953
500	0.4300885311
501	0.4300799789
502	0.4300496524
503	0.4300278894
504	0.4299745767
505	0.4299646384
506	0.4299535118
507	0.4299465553
508	0.4298899053
509	0.4298165246
510	0.4297383143
511	0.4296749497
512	0.4296011275
513	0.4295789031
514	0.4295406415
515	0.429506756
516	0.4294809561
517	0.4294439545
518	0.429404088
519	0.429387934
520	0.429354638
521	0.4293075457
522	0.4292063189
523	0.4291333312
524	0.4290897243
525	0.4290173659
526	0.4289973512
527	0.4289132438
528	0.4288739823
529	0.4288362507
530	0.428743812
531	0.4287038227
532	0.428683757
533	0.4286528312
534	0.4285687832
535	0.4285265469
536	0.428505771
537	0.4284903506
538	0.4284155054
539	0.4284070473
540	0.4283467123
541	0.428304036
542	0.4282430597
543	0.4281249129
544	0.4281057044
545	0.4280549276
546	0.4279905086
547	0.4279531256
548	0.4279342864
549	0.4278909076
550	0.4278624921
551	0.4278375581
552	0.4277868642
553	0.4276883734
554	0.427666926
555	0.4276498568
556	0.4276403104
557	0.4276134172
558	0.4275669135
559	0.4275533064
560	0.4275236107
561	0.4274841569
562	0.4274474931
563	0.4273814728
564	0.4272894134
565	0.4272815806
566	0.4272551044
567	0.4271506905
568	0.4271140298
569	0.4270678547
570	0.4270083783
571	0.4269828071
572	0.4269086276
573	0.4268768015
574	0.4266713424
575	0.4266591205
576	0.4266467423
577	0.4266253307
578	0.4266118273
579	0.4263944749
580	0.4263475407
581	0.4263400676
582	0.4262037083
583	0.4261417085
584	0.4261133499
585	0.4260351904
586	0.4259665397
587	0.4259476974
588	0.4258966652
589	0.4258449097
590	0.4257448716
591	0.4256937992
592	0.4256439348
593	0.4256209664
594	0.4256134975
595	0.4255315859
596	0.4254938214
597	0.4254475602
598	0.4254181976
599	0.4254093833
600	0.4252856903
601	0.4252181638
602	0.4251951727
603	0.4251702939
604	0.4251255607
605	0.4250808693
606	0.4250266784
607	0.4250152905
608	0.4250055786
609	0.4249577921
610	0.4247909633
611	0.4246133404
612	0.4245241077
613	0.4244954832
614	0.4243998515
615	0.4243872733
616	0.424332036
617	0.4243249448
618	0.4242220651
619	0.4241764145
620	0.4241598805
621	0.4241073068
622	0.4240540513
623	0.4240028265
624	0.4239457619
625	0.4238299135
626	0.4237561497
627	0.4237148724
628	0.423690965
629	0.4235774054
630	0.4235438623
631	0.4234837021
632	0.4233859944
633	0.4232355111
634	0.4232236944
635	0.4232156423
636	0.4232058391
637	0.4231954663
638	0.4231609359
639	0.4231182096
640	0.4230738036
641	0.4230582773
642	0.423038192
643	0.4229990448
644	0.4229473609
645	0.4229036992
646	0.4228953365
647	0.4228873812
648	0.4228687267
649	0.422832248
650	0.4228061241
651	0.4227780799
652	0.422713172
653	0.4226974561
654	0.4226788658
655	0.4226591311
656	0.4226394578
657	0.422608903
658	0.4225344446
659	0.4224842761
660	0.422428805
661	0.4223628739
662	0.4222363179
663	0.4221968548
664	0.4221412448
665	0.4220902732
666	0.4220610178
667	0.4220318768
668	0.4220208022
669	0.4219974314
670	0.4219801877
671	0.4219048362
672	0.4218732693
673	0.4218087403
674	0.4217649806
675	0.421749798
676	0.4217239636
677	0.4216967727
678	0.4216431163
679	0.4215684304
680	0.4215207047
681	0.4214314928
682	0.4214163762
683	0.4213753831
684	0.4213449406
685	0.4212987105
686	0.4212611527
687	0.4212452003
688	0.4212094828
689	0.4210514187
690	0.4209224067
691	0.4208976762
692	0.4208853119
693	0.4208729091
694	0.4208290504
695	0.4208214598
696	0.4208136901
697	0.4207988907
698	0.4207713965
699	0.4207568979
700	0.4207510166
701	0.4207355501
702	0.420702603
703	0.4206872781
704	0.4206464318
705	0.4205972494
706	0.4205559316
707	0.4205324092
708	0.4205096111
709	0.420473555
710	0.4204291257
711	0.4203948869
712	0.4203698975
713	0.4203264875
714	0.4202717757
715	0.4202324466
716	0.4202044994
717	0.4201836775
718	0.4201223442
719	0.4200836464
720	0.4200597508
721	0.4200060594
722	0.4199844537
723	0.4199550396
724	0.4199200493
725	0.4199019628
726	0.4198818599
727	0.4198392477
728	0.419813578
729	0.4197990475
730	0.4197809945
731	0.4197725678
732	0.4197623173
733	0.4197551023
734	0.4197463364
735	0.4197408245
736	0.4197089305
737	0.4196898554
738	0.4196591763
739	0.4196090729
740	0.4195711206
741	0.4195562975
742	0.4195363148
743	0.4195192077
744	0.4194586687
745	0.4194254338
746	0.4193189361
747	0.4192680578
748	0.4192291247
749	0.419218054
750	0.4191991213
751	0.4191820999
752	0.4191657989
753	0.419144542
754	0.4191125122
755	0.4191014027
756	0.4190505114
757	0.4189553199
758	0.4189250792
759	0.4188844571
760	0.4188495678
761	0.4188152927
762	0.4187853921
763	0.4187115114
764	0.4186483226
765	0.4186416326
766	0.418623077
767	0.4186027428
768	0.4185611464
769	0.4185377216
770	0.4185263454
771	0.418487816
772	0.4184570985
773	0.4184507067
774	0.4184279209
775	0.4184104366
776	0.4183395024
777	0.4183121037
778	0.4183046569
779	0.4182769757
780	0.4182336591
781	0.4181904016
782	0.418161065
783	0.4181312445
784	0.4181106165
785	0.4180259516
786	0.4179384417
787	0.4178855762
788	0.4178572266
789	0.4178320462
790	0.4178043702
791	0.4177514011
792	0.4176964109
793	0.4176880553
794	0.4176748728
795	0.4175894948
796	0.4174992735
797	0.4174523287
798	0.4173655257
799	0.4173202813
800	0.4172910944
801	0.4172323096
802	0.4171959483
803	0.4171708106
804	0.4171372473
805	0.417128728
806	0.4170837867
807	0.4170479777
808	0.4170363666
809	0.4170163674
810	0.4169579987
811	0.4169286648
812	0.4168975758
813	0.416888674
814	0.4168720368
815	0.4168262789
816	0.4167944593
817	0.4167502352
818	0.416709403
819	0.4166895444
820	0.4166789707
821	0.4166386342
822	0.4166224403
823	0.4165148123
824	0.4164776325
825	0.4164629052
826	0.4164472164
827	0.4164402095
828	0.416436222
829	0.4164237643
830	0.4163193767
831	0.4162737113
832	0.416256136
833	0.4162323817
834	0.4162172327
835	0.4161963463
836	0.4161712054
837	0.4161296116
838	0.4161117695
839	0.4160940104
840	0.4160727306
841	0.416032023
842	0.415973083
843	0.4159631092
844	0.4159317739
845	0.4159180325
846	0.4158980271
847	0.4158660732
848	0.4158516027
849	0.4158240147
850	0.4158024973
851	0.4157834895
852	0.4157799071
853	0.4157575013
854	0.4157420968
855	0.4157236069
856	0.4157119978
857	0.4157042844
858	0.415700662
859	0.4156990423
860	0.4156679143
861	0.4156507694
862	0.4156358291
863	0.4156206742
864	0.4155380263
865	0.4155256067
866	0.4155141167
867	0.4154608067
868	0.4153818904
869	0.4153191266
870	0.4152921921
871	0.4152679238
872	0.4151978177
873	0.415181634
874	0.4151526584
875	0.4150982035
876	0.4150436757
877	0.4150115073
878	0.4149758853
879	0.4149277309
880	0.4148538585
881	0.4148441774
882	0.4148199775
883	0.4147950207
884	0.4147672451
885	0.4146877329
886	0.4146422701
887	0.4145849946
888	0.4145799984
889	0.4145512345
890	0.4145334834
891	0.4145286994
892	0.4144415518
893	0.4143748619
894	0.414367253
895	0.4142691512
896	0.4142627767
897	0.4142523544
898	0.4142279026
899	0.4142002643
900	0.4141475032
901	0.4141334027
902	0.4140921893
903	0.4140810382
904	0.4140467304
905	0.4140041789
906	0.4139906702
907	0.4139820106
908	0.4139487183
909	0.4139312679
910	0.4138633299
911	0.4137923547
912	0.4136928497
913	0.4136808722
914	0.4136527303
915	0.413612742
916	0.4135902879
917	0.4135424907
918	0.4135383777
919	0.4135245842
920	0.4135115289
921	0.4134991495
922	0.4134950564
923	0.4134823086
924	0.4134452319
925	0.4134397008
926	0.4134140429
927	0.4133907663
928	0.4133791593
929	0.4133547551
930	0.4133366904
931	0.4133007917
932	0.413226559
933	0.4132099362
934	0.413201165
935	0.4131760304
936	0.4131183121
937	0.4131149381
938	0.413094478
939	0.4130893782
940	0.4130310827
941	0.4129958042
942	0.4129772067
943	0.412960522
944	0.4129380874
945	0.4129249033
946	0.4128856782
947	0.4128602214
948	0.4128530621
949	0.4128401048
950	0.4128109412
951	0.4128022431
952	0.4127858326
953	0.4127579303
954	0.4127414768
955	0.41270608
956	0.4126718159
957	0.412625049
958	0.4126064578
959	0.4125676269
960	0.4124837748
961	0.4124658112
962	0.4124077356
963	0.4123397516
964	0.4123312513
965	0.4123217107
966	0.4123125595
967	0.4122935662
968	0.4122607676
969	0.4122485154
970	0.4122176411
971	0.4120978577
972	0.4120147761
973	0.4119829365
974	0.4119431683
975	0.4119154709
976	0.4118759416
977	0.4118452301
978	0.4118260983
979	0.4117731726
980	0.4117332094
981	0.4116962273
982	0.4116768551
983	0.411655346
984	0.4116451262
985	0.4116228302
986	0.4115899216
987	0.4115572383
988	0.4115464414
989	0.4115220459
990	0.4115041403
991	0.411491836
992	0.4114727267
993	0.4113753559
994	0.4113525405
995	0.4113414117
996	0.4113255897
997	0.4112748403
998	0.4111899108
999	0.4110926583
1000	0.4110833265
1001	0.4110401342
1002	0.4110211064
1003	0.4110041936
1004	0.4109569664
1005	0.4109479955
1006	0.4109283542
1007	0.4109236979
1008	0.4108974527
1009	0.4108909348
1010	0.4108757283
1011	0.4108478786
1012	0.4108092007
1013	0.4108026997
1014	0.4107990002
1015	0.4107403633
1016	0.410733531
1017	0.4107248196
1018	0.4106680356
1019	0.4106393783
1020	0.4106057929
1021	0.4105898104
1022	0.4105764776
1023	0.410523065
1024	0.4104933652
1025	0.4104771955
1026	0.4104585463
1027	0.4104400975
1028	0.4104235837
1029	0.4104061914
1030	0.4103877021
1031	0.4103718232
1032	0.4103493038
1033	0.4102994843
1034	0.4102730714
1035	0.410266998
1036	0.4102598746
1037	0.4102441648
1038	0.4102333158
1039	0.4102198425
1040	0.4101902787
1041	0.4101740916
1042	0.4101638938
1043	0.4101587419
1044	0.4101438048
1045	0.4101285206
1046	0.4101083976
1047	0.4100920491
1048	0.4100802254
1049	0.4100366798
1050	0.4100095407
1051	0.4099811213
1052	0.4099662269
1053	0.4099064146
1054	0.4098928173
1055	0.4098556968
1056	0.4098318623
1057	0.409799468
1058	0.4097850539
1059	0.4097711783
1060	0.4097292108
1061	0.4097167444
1062	0.4097062803
1063	0.4096977443
1064	0.4096798504
1065	0.4096735049
1066	0.4096608059
1067	0.4096183462
1068	0.4096089247
1069	0.4096008834
1070	0.4095730058
1071	0.4095669435
1072	0.409547385
1073	0.4095171546
1074	0.4094741872
1075	0.4094506107
1076	0.4094236993
1077	0.4094137504
1078	0.4093739892
1079	0.4093692755
1080	0.4093621682
1081	0.4093226414
1082	0.4093124604
1083	0.4093047677
1084	0.4092996374
1085	0.4092784083
1086	0.4092609927
1087	0.4092471507
1088	0.4092416618
1089	0.4092140275
1090	0.4091939292
1091	0.4091831116
1092	0.4091783412
1093	0.4091055825
1094	0.4090924089
1095	0.4090776462
1096	0.4090573284
1097	0.4090476902
1098	0.4090266528
1099	0.409014342
1100	0.4089896904
1101	0.408906842
1102	0.4088967895
1103	0.4088850106
1104	0.4088780839
1105	0.4088678712
1106	0.4088384227
1107	0.4088324363
1108	0.4088046612
1109	0.4087752609
1110	0.4087391411
1111	0.4087305155
1112	0.408698381
1113	0.4086779686
1114	0.4086618882
1115	0.4086239436
1116	0.4086107635
1117	0.4085728229
1118	0.4085554169
1119	0.4085075911
1120	0.4084950211
1121	0.4084836726
1122	0.4084698871
1123	0.4084510008
1124	0.4084305602
1125	0.4084127992
1126	0.4083974412
1127	0.4083798257
1128	0.4083600429
1129	0.4083069009
1130	0.4083026395
1131	0.408284737
1132	0.4082588867
1133	0.4082346696
1134	0.4082142076
1135	0.4081885017
1136	0.4081845663
1137	0.4081516118
1138	0.4080949635
1139	0.4080756615
1140	0.4080273621
1141	0.4080090921
1142	0.4079901282
1143	0.4079536907
1144	0.4079259262
1145	0.4079063387
1146	0.4078925619
1147	0.4078715578
1148	0.4078601275
1149	0.4078297455
1150	0.4077874274
1151	0.4077768379
1152	0.407766481
1153	0.4077453362
1154	0.4077354742
1155	0.4077222657
1156	0.4077108214
1157	0.4076710552
1158	0.4075890389
1159	0.4075820746
1160	0.4075787389
1161	0.4075621289
1162	0.4075257008
1163	0.4075105599
1164	0.4074942073
1165	0.4074589427
1166	0.4074229499
1167	0.4073379313
1168	0.4072829692
1169	0.4072609852
1170	0.4072048267
1171	0.4071622761
1172	0.4071519129
1173	0.4071288663
1174	0.4071052559
1175	0.40706852
1176	0.4070566088
1177	0.4070405737
1178	0.4070303314
1179	0.4070173621
1180	0.4070000534
1181	0.4069840718
1182	0.4069595642
1183	0.4069415129
1184	0.4069069808
1185	0.4068874488
1186	0.4068773478
1187	0.4068457376
1188	0.4067725596
1189	0.4067466244
1190	0.4067285554
1191	0.4066958128
1192	0.4066743036
1193	0.4066362007
1194	0.4066279617
1195	0.4065637595
1196	0.4065333362
1197	0.4065209307
1198	0.4065003389
1199	0.4064787009
1200	0.406435133
1201	0.4064063943
1202	0.4064024323
1203	0.4063839421
1204	0.4063684796
1205	0.4063009646
1206	0.4062773598
1207	0.4062380566
1208	0.4062102541
1209	0.4061989287
1210	0.4061738432
1211	0.4061071408
1212	0.406077777
1213	0.406071455
1214	0.4060208974
1215	0.405997369
1216	0.4059631056
1217	0.4059567936
1218	0.4059537848
1219	0.4058955998
1220	0.4058678194
1221	0.405861466
1222	0.4058270129
1223	0.405813194
1224	0.4057762353
1225	0.4057632316
1226	0.4057523977
1227	0.4057340599
1228	0.4057214432
1229	0.4057097785
1230	0.4057023231
1231	0.4056909359
1232	0.405657702
1233	0.4056497693
1234	0.4056262177
1235	0.4056094442
1236	0.4056033438
1237	0.4055649382
1238	0.4055249977
1239	0.4055164038
1240	0.4054853786
1241	0.4054552645
1242	0.4054251861
1243	0.4053737123
1244	0.4053596561
1245	0.4053519782
1246	0.4053439584
1247	0.4053374602
1248	0.4053204781
1249	0.4053131735
1250	0.4053013801
1251	0.4052872261
1252	0.4052776591
1253	0.4052678155
1254	0.4052629086
1255	0.4052347928
1256	0.4052187544
1257	0.4051709802
1258	0.4051622221
1259	0.4051523299
1260	0.4051414599
1261	0.4051107623
1262	0.4050957671
1263	0.4050678646
1264	0.4050612775
1265	0.4050148408
1266	0.4050024711
1267	0.4049812736
1268	0.4049623437
1269	0.4049548857
1270	0.4049484294
1271	0.4049386559
1272	0.4049111712
1273	0.4048825369
1274	0.4048699164
1275	0.4048616812
